# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
# The units of phi, tau in the derivatives and the potential V are the following:
# --> phi is given in units of the reduced Planck mass m_Pl = (8 pi G)^(-1/2)
# --> tau in the derivative of V(phi) is given in units of Mpc.
# --> the potential V(phi) is given in units of m_Pl^2/Mpc^2.
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_ncdm[0]        13:(.)p_ncdm[0]          14:(.)rho_ur             15:(.)rho_crit           16:(.)rho_scf            17:(.)p_scf              18:phi_scf               19:phi'_scf              20:V_scf                 21:V'_scf                22:V''_scf               23:gr.fac. D             24:gr.fac. f          
       3.806727720916e+07       5.215772583500e-13       1.217525283391e-02       3.126684215493e+09       1.375806142935e+04       3.614143715176e-04       5.237319520496e+11       7.029353798820e-03       5.778117595171e+18       1.389853856743e+14       7.779439983341e+14       1.329572191074e+18       4.431907303524e+17       2.667547467781e+18       9.776154183410e+18       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -9.899504707334e-15       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       1.668165044048e-04       6.777290905366e-02 
       3.780265854888e+07       5.289047827070e-13       1.226047760611e-02       3.083367011619e+09       1.375806134412e+04       3.639442702790e-04       5.200913090445e+11       7.078557898142e-03       5.619122396778e+18       1.361070820497e+14       7.618332466946e+14       1.292986643824e+18       4.309955479357e+17       2.594145147410e+18       9.507152128341e+18       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -1.010885019809e-14       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       1.668953687533e-04       6.774184615157e-02 
       3.753987934304e+07       5.363352490313e-13       1.234629892315e-02       3.040649932899e+09       1.375806125830e+04       3.664918783059e-04       5.164759733889e+11       7.128106406811e-03       5.464502234319e+18       1.332883863564e+14       7.460561389999e+14       1.257407813037e+18       4.191359376735e+17       2.522762622558e+18       9.245552014439e+18       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -1.032262271247e-14       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       1.669742342265e-04       6.771081933704e-02 
       3.727892680498e+07       5.438701035036e-13       1.243272095962e-02       2.998524665031e+09       1.375806117188e+04       3.690573195628e-04       5.128857691629e+11       7.178001735420e-03       5.314136720893e+18       1.305280641501e+14       7.306057656857e+14       1.222807997119e+18       4.076026657009e+17       2.453344314956e+18       8.991150166798e+18       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -1.054091586809e-14       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       1.670531008327e-04       6.767982860986e-02 
       3.701978823688e+07       5.515108126206e-13       1.251974792285e-02       2.956983008902e+09       1.375806108485e+04       3.716407188819e-04       5.093205216694e+11       7.228246311434e-03       5.167908782263e+18       1.278249065510e+14       7.154753602801e+14       1.189160256733e+18       3.963867522390e+17       2.385836175673e+18       8.743748514936e+18       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -1.076382526224e-14       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       1.671319685805e-04       6.764887397013e-02 
       3.676245102925e+07       5.592588634808e-13       1.260738404562e-02       2.916016878994e+09       1.375806099722e+04       3.742422019693e-04       5.057800574256e+11       7.278842579304e-03       5.025704565695e+18       1.251777297149e+14       7.006582964411e+14       1.156438393827e+18       3.854794646039e+17       2.320185643027e+18       8.503154438575e+18       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -1.099144851380e-14       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       1.672108374784e-04       6.761795541839e-02 
       3.650690266019e+07       5.671157640738e-13       1.269563358983e-02       2.875618301805e+09       1.375806090897e+04       3.768618954110e-04       5.022642041547e+11       7.329793000591e-03       4.887413351316e+18       1.225853743138e+14       6.861480850543e+14       1.124616931235e+18       3.748723104066e+17       2.256341601666e+18       8.269180617677e+18       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -1.122388530594e-14       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       1.672897075350e-04       6.758707295552e-02 
       3.625313069489e+07       5.750830435738e-13       1.278450085192e-02       2.835779414305e+09       1.375806082010e+04       3.794999266791e-04       4.987727907774e+11       7.381100054081e-03       4.752927465909e+18       1.200467050290e+14       6.719383713906e+14       1.093671092840e+18       3.645570309416e+17       2.194254342769e+18       8.041644886594e+18       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -1.146123742981e-14       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       1.673685787590e-04       6.755622658281e-02 
       3.600112278497e+07       5.831622526372e-13       1.287399015564e-02       2.796492462396e+09       1.375806073061e+04       3.821564241379e-04       4.953056474038e+11       7.432766235907e-03       4.622142199074e+18       1.175606100535e+14       6.580229323239e+14       1.063576784284e+18       3.545255947561e+17       2.133875525339e+18       7.820370092239e+18       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -1.170360882911e-14       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       1.674474511591e-04       6.752541630192e-02 
       3.575086666786e+07       5.913549637044e-13       1.296410585201e-02       2.757749799412e+09       1.375806064049e+04       3.848315170505e-04       4.918626053247e+11       7.484794059673e-03       4.494955721707e+18       1.151260006049e+14       6.443956736048e+14       1.034310574207e+18       3.447701913973e+17       2.075158138569e+18       7.605183956157e+18       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -1.195110564559e-14       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       1.675263247440e-04       6.749464211490e-02 
       3.550235016626e+07       5.996627713056e-13       1.305485232660e-02       2.719543884624e+09       1.375806054975e+04       3.875253355846e-04       4.884434970038e+11       7.537186056573e-03       4.371269006711e+18       1.127418104493e+14       6.310506271926e+14       1.005849676007e+18       3.352832253308e+17       2.018056465238e+18       7.395918940394e+18       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -1.220383626556e-14       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       1.676051995228e-04       6.746390402421e-02 
       3.525556118751e+07       6.080872923717e-13       1.314623399594e-02       2.681867281774e+09       1.375806045837e+04       3.902380108191e-04       4.850481560695e+11       7.589944775514e-03       4.250985751897e+18       1.104069954335e+14       6.179819486408e+14       9.781719300943e+17       3.260573100266e+17       1.962526046116e+18       7.192412117051e+18       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -1.246191136730e-14       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       1.676840755043e-04       6.743320203267e-02 
       3.501048772302e+07       6.166301665481e-13       1.323825530380e-02       2.644712657631e+09       1.375806036634e+04       3.929696747506e-04       4.816764173065e+11       7.643072783244e-03       4.134012305000e+18       1.081205330282e+14       6.051839145380e+14       9.512557866401e+17       3.170852622086e+17       1.908523645347e+18       6.994505041435e+18       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -1.272544396961e-14       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       1.677629526975e-04       6.740253614351e-02 
       3.476711784765e+07       6.252930565147e-13       1.333092072855e-02       2.608072780559e+09       1.375806027368e+04       3.957204602995e-04       4.783281166482e+11       7.696572664469e-03       4.020257590767e+18       1.058814218800e+14       5.926509200011e+14       9.250802887973e+17       3.083600962611e+17       1.856007216786e+18       6.802043628692e+18       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -1.299454948122e-14       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       1.678418311114e-04       6.737190636036e-02 
       3.452543971919e+07       6.340776483087e-13       1.342423477763e-02       2.571940519111e+09       1.375806018037e+04       3.984905013166e-04       4.750030911682e+11       7.750447021990e-03       3.909633040039e+18       1.036886813729e+14       5.803774762209e+14       8.996250563838e+17       2.998750187900e+17       1.804935871265e+18       6.614878033845e+18       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -1.326934575140e-14       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       1.679207107553e-04       6.734131268724e-02 
       3.428544157771e+07       6.429856516533e-13       1.351820199125e-02       2.536308840642e+09       1.375806008640e+04       4.012799325899e-04       4.717011790729e+11       7.804698476817e-03       3.802052520797e+18       1.015413511991e+14       5.683582080579e+14       8.748702700146e+17       2.916234233336e+17       1.755269844750e+18       6.432862535121e+18       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -1.354995312151e-14       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       1.679995916383e-04       6.731075512858e-02 
       3.404711174506e+07       6.520188002901e-13       1.361282694234e-02       2.501170809941e+09       1.375805999177e+04       4.040888898507e-04       4.684222196932e+11       7.859329668307e-03       3.697432271098e+18       9.943849093795e+13       5.565878516886e+14       8.507966556702e+17       2.835988852189e+17       1.706970467390e+18       6.255855420501e+18       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -1.383649447773e-14       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       1.680784737697e-04       6.728023368919e-02 
       3.381043862426e+07       6.611788523167e-13       1.370811423294e-02       2.466519587876e+09       1.375805989649e+04       4.069175097805e-04       4.651660534770e+11       7.914343254285e-03       3.595690833857e+18       9.737917964440e+13       5.450612523001e+14       8.273854696901e+17       2.757951565589e+17       1.660000133399e+18       6.083718877378e+18       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -1.412909530487e-14       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       1.681573571589e-04       6.724974837431e-02 
       3.357541069893e+07       6.704675905287e-13       1.380406849785e-02       2.432348430071e+09       1.375805980053e+04       4.097659300175e-04       4.619325219814e+11       7.969741911178e-03       3.496748993426e+18       9.536251544564e+13       5.337733618326e+14       8.046184841789e+17       2.682061613886e+17       1.614322271785e+18       5.916318885267e+18       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -1.442788374132e-14       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       1.682362418151e-04       6.721929918957e-02 
       3.334201653277e+07       6.798868227667e-13       1.390069440822e-02       2.398650685584e+09       1.375805970391e+04       4.126342891633e-04       4.587214678645e+11       8.025528334143e-03       3.400529713915e+18       9.338761514611e+13       5.227192367685e+14       7.824779728143e+17       2.608259909338e+17       1.569901317870e+18       5.753525111452e+18       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -1.473299063515e-14       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       1.683151277481e-04       6.718888614101e-02 
       3.311024476895e+07       6.894383822682e-13       1.399799666433e-02       2.365419795621e+09       1.375805960660e+04       4.155227267900e-04       4.555327348785e+11       8.081705237197e-03       3.306958079216e+18       9.145361384068e+13       5.118940359675e+14       7.609466970451e+17       2.536488990108e+17       1.526702685602e+18       5.595210809513e+18       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -1.504454960144e-14       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       1.683940149671e-04       6.715850923509e-02 
       3.288008412961e+07       6.991241280243e-13       1.409597999918e-02       2.332649292253e+09       1.375805950862e+04       4.184313834464e-04       4.523661678617e+11       8.138275353352e-03       3.215961234670e+18       8.955966453588e+13       5.012930185463e+14       7.400078926696e+17       2.466692975523e+17       1.484692740625e+18       5.441252720648e+18       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -1.536269708077e-14       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       1.684729034820e-04       6.712816847867e-02 
       3.265152341527e+07       7.089459451414e-13       1.419464918217e-02       2.300332797162e+09       1.375805940995e+04       4.213604006653e-04       4.492216127308e+11       8.195241434745e-03       3.127468330344e+18       8.770493777896e+13       4.909115418026e+14       7.196452567831e+17       2.398817522569e+17       1.443838774092e+18       5.291530977699e+18       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -1.568757239897e-14       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       1.685517933024e-04       6.709786387904e-02 
       3.242455150431e+07       7.189057452082e-13       1.429400900997e-02       2.268464020396e+09       1.375805931059e+04       4.243099209700e-04       4.460989164737e+11       8.252606252774e-03       3.041410465864e+18       8.588862129465e+13       4.807450591815e+14       6.998429350840e+17       2.332809783572e+17       1.404108977200e+18       5.145929011829e+18       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -1.601931782813e-14       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       1.686306844380e-04       6.706759544389e-02 
       3.219915735241e+07       7.290054666677e-13       1.439406431746e-02       2.237036759145e+09       1.375805921054e+04       4.272800878817e-04       4.429979271419e+11       8.310372598231e-03       2.957720636777e+18       8.410991962940e+13       4.707891182846e+14       6.805855095302e+17       2.268618365061e+17       1.365472416420e+18       5.004333461766e+18       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -1.635807864892e-14       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       1.687095768988e-04       6.703736318134e-02 
       3.197532999203e+07       7.392470751944e-13       1.449481997406e-02       2.206044896537e+09       1.375805910978e+04       4.302710459263e-04       4.399184938432e+11       8.368543281437e-03       2.876333682374e+18       8.236805380302e+13       4.610393589199e+14       6.618579863346e+17       2.206193287742e+17       1.327899009415e+18       4.866634085536e+18       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -1.670400321419e-14       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       1.687884706945e-04       6.700716709993e-02 
       3.175305853188e+07       7.496325640768e-13       1.459628088196e-02       2.175482400443e+09       1.375805900832e+04       4.332829406410e-04       4.368604667342e+11       8.427121132384e-03       2.797186234958e+18       8.066226096754e+13       4.514915111924e+14       6.436457842905e+17       2.145485947596e+17       1.291359501615e+18       4.732723674636e+18       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -1.705724301395e-14       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       1.688673658353e-04       6.697700720862e-02 
       3.153233215635e+07       7.601639546054e-13       1.469845197607e-02       2.145343322306e+09       1.375805890615e+04       4.363159185821e-04       4.338236970133e+11       8.486109000864e-03       2.720216670510e+18       7.899179407309e+13       4.421413936340e+14       6.259347234192e+17       2.086449078025e+17       1.255825443445e+18       4.602497970562e+18       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -1.741795274171e-14       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       1.689462623311e-04       6.694688351680e-02 
       3.131314012504e+07       7.708432964660e-13       1.480133822770e-02       2.115621795982e+09       1.375805880326e+04       4.393701273316e-04       4.308080369132e+11       8.545509756617e-03       2.645365060703e+18       7.735592154078e+13       4.329849113724e+14       6.087110139295e+17       2.029036713060e+17       1.221269168169e+18       4.475855583634e+18       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -1.778629036219e-14       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       1.690251601921e-04       6.691679603429e-02 
       3.109547177220e+07       7.816726681386e-13       1.490494464088e-02       2.086312036598e+09       1.375805869966e+04       4.424457155047e-04       4.278133396935e+11       8.605326289461e-03       2.572573126245e+18       7.575392694224e+13       4.240180543374e+14       5.919612454806e+17       1.973204151564e+17       1.187663770348e+18       4.352697914055e+18       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -1.816241718056e-14       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       1.691040594285e-04       6.688674477132e-02 
       3.087931650623e+07       7.926541773019e-13       1.500927625966e-02       2.057408339428e+09       1.375805859532e+04       4.455428327569e-04       4.248394596343e+11       8.665561509441e-03       2.501784191503e+18       7.418510868594e+13       4.152368955051e+14       5.756723767412e+17       1.918907922433e+17       1.154983084899e+18       4.232929075147e+18       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -1.854649791300e-14       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       1.691829600506e-04       6.685672973859e-02 
       3.066466380913e+07       8.037899612435e-13       1.511433815540e-02       2.028905078778e+09       1.375805849026e+04       4.486616297911e-04       4.218862520283e+11       8.726218346964e-03       2.432943140374e+18       7.264877970985e+13       4.066375891780e+14       5.598317252353e+17       1.866105750748e+17       1.123201666713e+18       4.116455818691e+18       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -1.893870075889e-14       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       1.692618620688e-04       6.682675094721e-02 
       3.045150323604e+07       8.150821872757e-13       1.522013544309e-02       2.000796706897e+09       1.375805838446e+04       4.518022583653e-04       4.189535731743e+11       8.787299752947e-03       2.365996373374e+18       7.114426718061e+13       3.982163693003e+14       5.444269574681e+17       1.814756524858e+17       1.092294770852e+18       4.003187462331e+18       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -1.933919747443e-14       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       1.693407654935e-04       6.679680840873e-02 
       3.023982441471e+07       8.265330531576e-13       1.532667326865e-02       1.973077752893e+09       1.375805827793e+04       4.549648712996e-04       4.160412803699e+11       8.848808698955e-03       2.300891765903e+18       6.967091219880e+13       3.899695478093e+14       5.294460793226e+17       1.764820264373e+17       1.062238333277e+18       3.893035818963e+18       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -1.974816344789e-14       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       1.694196703352e-04       6.676690213514e-02 
       3.002961704496e+07       8.381447875224e-13       1.543395681438e-02       1.945742821670e+09       1.375805817064e+04       4.581496224842e-04       4.131492319048e+11       8.910748177349e-03       2.237578627663e+18       6.822806951044e+13       3.818935130197e+14       5.148774267213e+17       1.716258089036e+17       1.033008952115e+18       3.785915128082e+18       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -2.016577777638e-14       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       1.694985766045e-04       6.673703213888e-02 
       2.982087089824e+07       8.499196503114e-13       1.554199130078e-02       1.918786592877e+09       1.375805806261e+04       4.613566668861e-04       4.102772870536e+11       8.973121201433e-03       2.176007663189e+18       6.681510722434e+13       3.739847280420e+14       5.007096565445e+17       1.669032188447e+17       1.004583869436e+18       3.681741989004e+18       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -2.059222334428e-14       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       1.695774843121e-04       6.670719843283e-02 
       2.961357581709e+07       8.618599332136e-13       1.565078198291e-02       1.892203819872e+09       1.375805795382e+04       4.645861605572e-04       4.074253060694e+11       9.035930805594e-03       2.116130933468e+18       6.543140653543e+13       3.662397292336e+14       4.869317377988e+17       1.623105792629e+17       9.769409535353e+17       3.580435295938e+18       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -2.102768690335e-14       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       1.696563934687e-04       6.667740103031e-02 
       2.940772171465e+07       8.739679601118e-13       1.576033415586e-02       1.865989328702e+09       1.375805784427e+04       4.678382606420e-04       4.045931501764e+11       9.099180045456e-03       2.057901818615e+18       6.407636145368e+13       3.586551246818e+14       4.735329430281e+17       1.578443143393e+17       9.500586817023e+17       3.481916174832e+18       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -2.147235915451e-14       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       1.697353040853e-04       6.664763994511e-02 
       2.920329857420e+07       8.862460875349e-13       1.587065314561e-02       1.840138017098e+09       1.375805773395e+04       4.711131253847e-04       4.017806815636e+11       9.162871998027e-03       2.001274981575e+18       6.274937853878e+13       3.512275927185e+14       4.605028399612e+17       1.535009466504e+17       9.239161234613e+17       3.386107921969e+18       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -2.192643483132e-14       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       1.698142161726e-04       6.661791519144e-02 
       2.900029644863e+07       8.986967051164e-13       1.598174432183e-02       1.814644853475e+09       1.375805762286e+04       4.744109141372e-04       3.989877633782e+11       9.227009761847e-03       1.946206332820e+18       6.144987664019e+13       3.439538804650e+14       4.478312833898e+17       1.492770944600e+17       8.984929242759e+17       3.292935944243e+18       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -2.239011278527e-14       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       1.698931297417e-04       6.658822678400e-02 
       2.879870545998e+07       9.113222360595e-13       1.609361308874e-02       1.789504875961e+09       1.375805751099e+04       4.777317873672e-04       3.962142597184e+11       9.291596457138e-03       1.892652996028e+18       6.017728664266e+13       3.368308024081e+14       4.355084072686e+17       1.451694690863e+17       8.737692897012e+17       3.202327701087e+18       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -2.286359607288e-14       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       1.699720448037e-04       6.655857473791e-02 
       2.859851579895e+07       9.241251376084e-13       1.620626488875e-02       1.764713191424e+09       1.375805739834e+04       4.810759066652e-04       3.934600356272e+11       9.356635225959e-03       1.840573274690e+18       5.893105121696e+13       3.298552390046e+14       4.235246170345e+17       1.411748723416e+17       8.497259699715e+17       3.114212647987e+18       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -2.334709204459e-14       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       1.700509613698e-04       6.652895906879e-02 
       2.839971772445e+07       9.371079015270e-13       1.631970520248e-02       1.740264974527e+09       1.375805728489e+04       4.844434347531e-04       3.907249570859e+11       9.422129232357e-03       1.789926619656e+18       5.771062457581e+13       3.230241353150e+14       4.118705821354e+17       1.372901940420e+17       8.263442450129e+17       3.028522181564e+18       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -2.384081243558e-14       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       1.701298794511e-04       6.649937979270e-02 
       2.820230156308e+07       9.502730545835e-13       1.643393954873e-02       1.716155466780e+09       1.375805717066e+04       4.878345354919e-04       3.880088910071e+11       9.488081662520e-03       1.740673597554e+18       5.651547223488e+13       3.163344996658e+14       4.005372287665e+17       1.335124095857e+17       8.036059098674e+17       2.945189586159e+18       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -2.434497345846e-14       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       1.702087990591e-04       6.646983692615e-02 
       2.800625770868e+07       9.636231590419e-13       1.654897348453e-02       1.692379975623e+09       1.375805705563e+04       4.912493738895e-04       3.853117052287e+11       9.554495724932e-03       1.692775860093e+18       5.534507077866e+13       3.097834023393e+14       3.895157328044e+17       1.298385775984e+17       7.814932605188e+17       2.864149981889e+18       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -2.485979589800e-14       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       1.702877202051e-04       6.644033048615e-02 
       2.781157662190e+07       9.771608131613e-13       1.666481260690e-02       1.668933873505e+09       1.375805693979e+04       4.946881161087e-04       3.826332685074e+11       9.621374650531e-03       1.646196114203e+18       5.419890763127e+13       3.033679742905e+14       3.787975129375e+17       1.262658376428e+17       7.599890801087e+17       2.785340274131e+18       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -2.538550520779e-14       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       1.703666429006e-04       6.641086049016e-02 
       2.761824882966e+07       9.908886517009e-13       1.678146255108e-02       1.645812596987e+09       1.375805682314e+04       4.981509294758e-04       3.799734505120e+11       9.688721692865e-03       1.600898093001e+18       5.307648083196e+13       2.970854058906e+14       3.683742239840e+17       1.227914079917e+17       7.390766255309e+17       2.708699104402e+18       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -2.592233160894e-14       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       1.704455671572e-04       6.638142695611e-02 
       2.742626492475e+07       1.004809346433e-12       1.689892899230e-02       1.623011645856e+09       1.375805670567e+04       5.016379824880e-04       3.773321218176e+11       9.756540128247e-03       1.556846527549e+18       5.197729881530e+13       2.909329456964e+14       3.582377503949e+17       1.194125834620e+17       7.187396143957e+17       2.634166802584e+18       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -2.647051019093e-14       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       1.705244929866e-04       6.635202990242e-02 
       2.723561556536e+07       1.018925606663e-12       1.701721764402e-02       1.600526582242e+09       1.375805658738e+04       5.051494448222e-04       3.747091538985e+11       9.824833255921e-03       1.514007119398e+18       5.090088019586e+13       2.849078992455e+14       3.483801999347e+17       1.161267333087e+17       6.989622123523e+17       2.561685340464e+18       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -2.703028101456e-14       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       1.706034204006e-04       6.632266934797e-02 
       2.704629147461e+07       1.033240179756e-12       1.713633426516e-02       1.578353029763e+09       1.375805646827e+04       5.086854873430e-04       3.721044191229e+11       9.893604398215e-03       1.472346513882e+18       4.984675355743e+13       2.790076278762e+14       3.387938975370e+17       1.129312991761e+17       6.797290207602e+17       2.491198286561e+18       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -2.760188921704e-14       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       1.706823494109e-04       6.629334531213e-02 
       2.685828344010e+07       1.047755851673e-12       1.725628464555e-02       1.556486672664e+09       1.375805634832e+04       5.122462821109e-04       3.695177907459e+11       9.962856900710e-03       1.431832274148e+18       4.881445724655e+13       2.732295475718e+14       3.294713793283e+17       1.098237931066e+17       6.610250646999e+17       2.422650762181e+18       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -2.818558511937e-14       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       1.707612800296e-04       6.626405781476e-02 
       2.667158231347e+07       1.062475447511e-12       1.737707462416e-02       1.534923254987e+09       1.375805622753e+04       5.158320023910e-04       3.669491429038e+11       1.003259413239e-02       1.392432855901e+18       4.780353917029e+13       2.675711278292e+14       3.204053868172e+17       1.068017956030e+17       6.428357813136e+17       2.355989398698e+18       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -2.878162433595e-14       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       1.708402122686e-04       6.623480687620e-02 
       2.648617900997e+07       1.077401832054e-12       1.749871007451e-02       1.513658579732e+09       1.375805610589e+04       5.194428226612e-04       3.643983506078e+11       1.010281948583e-02       1.354117582842e+18       4.681355659832e+13       2.620298905503e+14       3.115888612422e+17       1.038629537447e+17       6.251470084662e+17       2.291162295997e+18       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -2.939026788649e-14       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       1.709191461400e-04       6.620559251726e-02 
       2.630206450798e+07       1.092537910333e-12       1.762119691739e-02       1.492688508051e+09       1.375805598340e+04       5.230789186206e-04       3.618652897379e+11       1.017353637734e-02       1.316856622785e+18       4.584407596899e+13       2.566034089571e+14       3.030149380765e+17       1.010049793562e+17       6.079449737191e+17       2.228118982066e+18       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -3.001178231034e-14       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       1.709980816561e-04       6.617641475928e-02 
       2.611922984861e+07       1.107886628184e-12       1.774454111001e-02       1.472008958431e+09       1.375805586006e+04       5.267404671984e-04       3.593498370369e+11       1.024474824712e-02       1.280620964433e+18       4.489467269944e+13       2.512893065286e+14       2.946769416829e+17       9.822564722498e+16       5.912162836070e+17       2.166810373702e+18       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -3.064643978321e-14       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       1.710770188292e-04       6.614727362406e-02 
