# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
# The units of phi, tau in the derivatives and the potential V are the following:
# --> phi is given in units of the reduced Planck mass m_Pl = (8 pi G)^(-1/2)
# --> tau in the derivative of V(phi) is given in units of Mpc.
# --> the potential V(phi) is given in units of m_Pl^2/Mpc^2.
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_ncdm[0]        13:(.)p_ncdm[0]          14:(.)rho_ur             15:(.)rho_crit           16:(.)rho_scf            17:(.)p_scf              18:phi_scf               19:phi'_scf              20:V_scf                 21:V'_scf                22:V''_scf               23:gr.fac. D             24:gr.fac. f          
       2.114716813805e+10       1.690174000765e-18       2.191733619838e-05       9.648603827761e+14       1.375807358268e+04       6.505870427765e-07       2.909442953225e+14       1.265397963467e-05       5.502853427883e+29       2.382705203595e+22       1.333673467856e+23       1.266232604082e+29       4.220775346939e+28       2.540467978600e+29       9.309555582509e+29       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -5.774697409708e-23       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       9.548111429825e-05       1.181836719440e-01 
       2.100016696922e+10       1.713919254634e-18       2.207075704064e-05       9.514928601501e+14       1.375807358253e+04       6.551411520699e-07       2.889218424217e+14       1.274255748765e-05       5.351432637770e+29       2.333360821936e+22       1.306053898089e+23       1.231389964006e+29       4.104633213354e+28       2.470562488001e+29       9.053386629167e+29       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -5.896816913684e-23       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       9.555982927754e-05       1.180863228521e-01 
       2.085418765558e+10       1.737998105560e-18       2.222525290563e-05       9.383105359923e+14       1.375807358237e+04       6.597271401284e-07       2.869134482799e+14       1.283175538554e-05       5.204178459757e+29       2.285038332535e+22       1.279006312883e+23       1.197506081084e+29       3.991686936947e+28       2.402580571190e+29       8.804266619541e+29       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -6.021518920617e-23       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       9.563854425797e-05       1.179891340178e-01 
       2.070922309387e+10       1.762415240248e-18       2.238082925032e-05       9.253108444964e+14       1.375807358222e+04       6.643452301032e-07       2.849190151698e+14       1.292157766865e-05       5.060976242109e+29       2.237716572623e+22       1.252518866785e+23       1.164554573409e+29       3.881848578031e+28       2.336469297617e+29       8.562001589426e+29       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -6.148858043580e-23       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       9.571725923954e-05       1.178921050459e-01 
       2.056526623021e+10       1.787175411247e-18       2.253749516967e-05       9.124912554037e+14       1.375807358206e+04       6.689956467077e-07       2.829384460437e+14       1.301202870768e-05       4.921714487936e+29       2.191374817697e+22       1.226579959653e+23       1.132509785020e+29       3.775032616732e+28       2.272177193210e+29       8.326402911883e+29       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -6.278890050568e-23       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       9.579597422228e-05       1.177952355424e-01 
       2.042231005974e+10       1.812283437873e-18       2.269525793963e-05       8.998492735108e+14       1.375807358190e+04       6.736786162283e-07       2.809716445281e+14       1.310311290391e-05       4.786284768383e+29       2.145992772449e+22       1.201178231578e+23       1.101346765923e+29       3.671155886409e+28       2.209654200297e+29       8.097287150380e+29       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -6.411671888920e-23       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       9.587468920618e-05       1.176985251146e-01 
       2.028034762631e+10       1.837744207150e-18       2.285412483616e-05       8.873824381837e+14       1.375807358175e+04       6.783943665355e-07       2.790185149199e+14       1.319483468945e-05       4.654581638209e+29       2.101550561871e+22       1.176302557907e+23       1.071041252670e+29       3.570137508901e+28       2.148851638631e+29       7.874475915968e+29       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -6.547261710262e-23       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       9.595340419125e-05       1.176019733712e-01 
       2.013937202210e+10       1.863562674758e-18       2.301410313521e-05       8.750883228786e+14       1.375807358159e+04       6.831431270948e-07       2.770789621807e+14       1.328719852742e-05       4.526502553685e+29       2.058028722558e+22       1.151942044371e+23       1.041569649465e+29       3.471898831549e+28       2.089722167489e+29       7.657795728384e+29       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -6.685718895969e-23       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       9.603211917751e-05       1.175055799219e-01 
       1.999937638734e+10       1.889743866002e-18       2.317520193174e-05       8.629645346703e+14       1.375807358142e+04       6.879251289779e-07       2.751528919334e+14       1.338020891219e-05       4.401947792757e+29       2.015408194178e+22       1.128086022316e+23       1.012909009790e+29       3.376363365965e+28       2.032219748813e+29       7.447077880987e+29       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -6.827104083177e-23       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       9.611083416496e-05       1.174093443780e-01 
       1.986035390992e+10       1.916292876786e-18       2.333742850169e-05       8.510087137858e+14       1.375807358126e+04       6.927406048741e-07       2.732402104563e+14       1.347387036959e-05       4.280820377397e+29       1.973670311126e+22       1.104724044029e+23       9.850370185423e+28       3.283456728474e+28       1.976299611364e+29       7.242158309394e+29       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -6.971479191336e-23       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       9.618954915362e-05       1.173132663520e-01 
       1.972229782509e+10       1.943214874605e-18       2.350079012103e-05       8.392185331454e+14       1.375807358110e+04       6.975897891014e-07       2.713408246797e+14       1.356818745712e-05       4.163025998102e+29       1.932796794354e+22       1.081845878163e+23       9.579319746600e+28       3.193106582200e+28       1.921918215861e+29       7.042877463748e+29       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -7.118907449326e-23       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       9.626826414349e-05       1.172173454575e-01 
       1.958520141514e+10       1.970515099555e-18       2.366529588471e-05       8.275916979096e+14       1.375807358093e+04       7.024729176183e-07       2.694546421806e+14       1.366316476418e-05       4.048472940462e+29       1.892769743358e+22       1.059441505256e+23       9.315727742232e+28       3.105242580744e+28       1.869033221085e+29       6.849080184489e+29       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -7.269453423151e-23       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       9.634697913459e-05       1.171215813095e-01 
       1.944905800902e+10       1.998198865347e-18       2.383095306868e-05       8.161259450323e+14       1.375807358077e+04       7.073902280347e-07       2.675815711785e+14       1.375880691233e-05       3.937072013754e+29       1.853571628346e+22       1.037501113342e+23       9.059388940241e+28       3.019796313414e+28       1.817603450912e+29       6.660615581548e+29       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -7.423183044215e-23       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       9.642569412691e-05       1.170259735242e-01 
       1.931386098210e+10       2.026271560347e-18       2.399776894890e-05       8.048190428205e+14       1.375807358060e+04       7.123419596239e-07       2.657215205310e+14       1.385511855544e-05       3.828736481492e+29       1.815185282555e+22       1.016015093656e+23       8.810103755875e+28       2.936701251958e+28       1.767588862252e+29       6.477336916865e+29       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -7.580163638195e-23       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       9.650440912048e-05       1.169305217192e-01 
       1.917960375576e+10       2.054738648621e-18       2.416575443931e-05       7.936687904999e+14       1.375807358043e+04       7.173283533341e-07       2.638743997290e+14       1.395210437998e-05       3.723381993902e+29       1.777593894736e+22       9.949740364253e+22       8.567678096314e+28       2.855892698771e+28       1.718950513869e+29       6.299101490136e+29       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -7.740463954526e-23       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       9.658312411530e-05       1.168352255131e-01 
       1.904627979713e+10       2.083605671000e-18       2.433491499687e-05       7.826730177866e+14       1.375807358027e+04       7.223496518002e-07       2.620401188929e+14       1.404976910521e-05       3.620926522243e+29       1.740781001791e+22       9.743687267455e+22       8.331923209542e+28       2.777307736514e+28       1.671650536068e+29       6.125770527712e+29       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -7.904154196513e-23       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       9.666183911138e-05       1.167400845260e-01 
       1.891388261874e+10       2.112878246157e-18       2.450525789754e-05       7.718295844644e+14       1.375807358009e+04       7.274060993554e-07       2.602185887677e+14       1.414811748345e-05       3.521290294940e+29       1.704730481563e+22       9.541901405495e+22       8.102655537393e+28       2.700885179131e+28       1.625652101203e+29       5.957209074546e+29       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -8.071306052074e-23       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       9.674055410873e-05       1.166450983790e-01 
       1.878240577825e+10       2.142562071704e-18       2.467679587426e-05       7.611363799687e+14       1.375807357992e+04       7.324979420435e-07       2.584097207189e+14       1.424715430025e-05       3.424395735475e+29       1.669426545774e+22       9.344294406521e+22       7.879696572630e+28       2.626565524210e+28       1.580919395009e+29       5.793285889119e+29       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -8.241992725133e-23       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       9.681926910737e-05       1.165502666947e-01 
       1.865184287805e+10       2.172662925295e-18       2.484953256499e-05       7.505913229752e+14       1.375807357975e+04       7.376254276302e-07       2.566134267279e+14       1.434688437469e-05       3.330167401986e+29       1.634853733114e+22       9.150779728814e+22       7.662872719958e+28       2.554290906653e+28       1.537417588711e+29       5.633873341256e+29       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -8.416288967687e-23       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       9.689798410729e-05       1.164555890966e-01 
       1.852218756504e+10       2.203186665759e-18       2.502347888367e-05       7.401923609950e+14       1.375807357958e+04       7.427888056160e-07       2.548296193884e+14       1.444731255958e-05       3.238531928528e+29       1.600996902464e+22       8.961272622877e+22       7.452015160868e+28       2.484005053623e+28       1.495112811912e+29       5.478847312753e+29       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -8.594271112535e-23       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       9.697669910852e-05       1.163610652096e-01 
       1.839343353028e+10       2.234139234232e-18       2.519864392525e-05       7.299374699753e+14       1.375807357940e+04       7.479883272475e-07       2.530582119012e+14       1.454844374168e-05       3.149417967949e+29       1.567841226271e+22       8.775690094328e+22       7.246959722190e+28       2.415653240730e+28       1.453972126218e+29       5.328087100739e+29       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -8.776017106714e-23       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       9.705541411106e-05       1.162666946600e-01 
       1.826557450867e+10       2.265526655318e-18       2.537503496569e-05       7.198246539051e+14       1.375807357923e+04       7.532242455304e-07       2.512991180709e+14       1.465028284197e-05       3.062756136343e+29       1.535372184051e+22       8.593950867544e+22       7.047546748271e+28       2.349182249424e+28       1.413963499594e+29       5.181475323696e+29       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -8.961606545632e-23       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       9.713412911492e-05       1.161724770750e-01 
       1.813860427867e+10       2.297355038261e-18       2.555265928095e-05       7.098519444269e+14       1.375807357905e+04       7.584968152411e-07       2.495522523009e+14       1.475283481588e-05       2.978478959022e+29       1.503575556031e+22       8.415975350076e+22       6.853620976666e+28       2.284540325555e+28       1.375055781423e+29       5.038897830067e+29       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -9.151120707931e-23       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       9.721284412011e-05       1.160784120831e-01 
       1.801251666198e+10       2.329630578135e-18       2.573152778496e-05       7.000174004536e+14       1.375807357887e+04       7.638062929397e-07       2.478175295899e+14       1.485610465353e-05       2.896520817989e+29       1.472437416918e+22       8.241685597781e+22       6.665031417255e+28       2.221677139085e+28       1.337218678252e+29       4.900243609379e+29       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -9.344642591078e-23       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       9.729155912665e-05       1.159844993141e-01 
       1.788730552327e+10       2.362359557046e-18       2.591164957266e-05       6.903191077906e+14       1.375807357869e+04       7.691529369820e-07       2.460948655274e+14       1.496009737995e-05       2.816817900837e+29       1.441944129808e+22       8.071005280695e+22       6.481631234676e+28       2.160543744892e+28       1.300422730209e+29       4.765404705808e+29       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -9.542256947716e-23       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       9.737027413454e-05       1.158907383989e-01 
       1.776296476983e+10       2.395548345359e-18       2.609303010104e-05       6.807551787631e+14       1.375807357851e+04       7.745370075326e-07       2.443841762895e+14       1.506481805537e-05       2.739308151075e+29       1.412082340205e+22       7.903859649603e+22       6.303277634006e+28       2.101092544669e+28       1.264639288058e+29       4.634276134128e+29       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -9.744050322781e-23       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       9.744898914379e-05       1.157971289697e-01 
       1.763948835132e+10       2.429203402935e-18       2.627568210301e-05       6.713237518490e+14       1.375807357832e+04       7.799587665769e-07       2.426853786353e+14       1.517027177543e-05       2.663931219806e+29       1.382838970178e+22       7.740175503296e+22       6.129831749575e+28       2.043277249858e+28       1.229840490902e+29       4.506755797967e+29       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -9.950111091405e-23       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       9.752770415442e-05       1.157036706597e-01 
       1.751687025946e+10       2.463331280392e-18       2.645961103553e-05       6.620229913164e+14       1.375807357814e+04       7.854184779343e-07       2.409983899021e+14       1.527646367144e-05       2.590628418737e+29       1.354201212633e+22       7.579881156523e+22       5.961158536850e+28       1.987052845617e+28       1.195999244484e+29       4.382744410315e+29       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -1.016052949762e-22       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       9.760641916643e-05       1.156103631035e-01 
       1.739510452771e+10       2.497938620374e-18       2.664482963155e-05       6.528510868660e+14       1.375807357796e+04       7.909164072712e-07       2.393231280022e+14       1.538339891064e-05       2.519342674492e+29       1.326156525702e+22       7.422906408587e+22       5.797126667290e+28       1.932375555763e+28       1.163089200094e+29       4.262145416222e+29       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -1.037539769388e-22       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       9.768513417984e-05       1.155172059368e-01 
       1.727418523104e+10       2.533032158851e-18       2.683134334802e-05       6.438062532795e+14       1.375807357777e+04       7.964528221133e-07       2.376595114185e+14       1.549108269642e-05       2.450018484168e+29       1.298692627252e+22       7.269182512608e+22       5.637608426090e+28       1.879202808697e+28       1.131084734053e+29       4.144864917618e+29       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -1.059480978141e-22       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       9.776384919466e-05       1.154241987963e-01 
       1.715410648559e+10       2.568618726425e-18       2.701916127990e-05       6.348867300713e+14       1.375807357758e+04       8.020279918591e-07       2.360074592002e+14       1.559952026860e-05       2.382601872123e+29       1.271797489506e+22       7.118642145410e+22       5.482479612745e+28       1.827493204248e+28       1.099960927764e+29       4.030811600206e+29       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -1.081886185143e-22       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       9.784256421090e-05       1.153313413202e-01 
       1.703486244841e+10       2.604705249660e-18       2.720829616010e-05       6.260907811463e+14       1.375807357739e+04       8.076421877931e-07       2.343668909597e+14       1.570871690370e-05       2.317040347952e+29       1.245459333772e+22       6.971219378040e+22       5.331619444348e+28       1.777206481449e+28       1.069693548309e+29       3.919896662364e+29       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -1.104765202725e-22       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       9.792127922856e-05       1.152386331477e-01 
       1.691644731713e+10       2.641298752435e-18       2.739875344560e-05       6.174166944619e+14       1.375807357720e+04       8.132956830985e-07       2.327377268677e+14       1.581867791515e-05       2.253282865614e+29       1.219666625292e+22       6.826849646894e+22       5.184910461548e+28       1.728303487183e+28       1.040259029582e+29       3.812033746003e+29       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -1.128128050720e-22       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       9.799999424767e-05       1.151460739189e-01 
       1.679885532978e+10       2.678406357302e-18       2.759054586932e-05       6.088627816949e+14       1.375807357701e+04       8.189887528708e-07       2.311198876504e+14       1.592940865358e-05       2.191279783694e+29       1.194408068183e+22       6.685469725442e+22       5.042238437098e+28       1.680746145699e+28       1.011634453940e+29       3.707138869332e+29       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -1.151984960857e-22       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       9.807870926823e-05       1.150536632756e-01 
       1.668208076437e+10       2.716035286883e-18       2.778367888823e-05       6.004273779124e+14       1.375807357682e+04       8.247216741315e-07       2.295132945844e+14       1.604091450708e-05       2.130982826747e+29       1.169672600493e+22       6.547017696534e+22       4.903492286915e+28       1.634497428972e+28       9.837975343603e+28       3.605130361467e+29       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -1.176346381234e-22       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       9.815742429025e-05       1.149614008603e-01 
       1.656611793875e+10       2.754192865267e-18       2.797816523525e-05       5.921088412484e+14       1.375807357662e+04       8.304947258408e-07       2.279178694941e+14       1.615320090146e-05       2.072345047711e+29       1.145449389358e+22       6.411432925290e+22       4.768563983593e+28       1.589521327864e+28       9.567265970861e+28       3.505928798845e+29       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -1.201222980905e-22       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       9.823613931375e-05       1.148692863168e-01 
       1.645096121023e+10       2.792886519441e-18       2.817401218635e-05       5.839055525837e+14       1.375807357643e+04       8.363081889120e-07       2.263335347470e+14       1.626627330050e-05       2.015320791360e+29       1.121727826255e+22       6.278656032541e+22       4.637348472292e+28       1.545782824097e+28       9.304005647535e+28       3.409456943381e+29       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -1.226625654540e-22       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       9.831485433873e-05       1.147773192901e-01 
       1.633660497535e+10       2.832123780733e-18       2.837123065547e-05       5.758159152311e+14       1.375807357623e+04       8.421623462245e-07       2.247602132505e+14       1.638013720622e-05       1.959865658749e+29       1.098497522356e+22       6.148628868822e+22       4.509743588941e+28       1.503247862980e+28       9.047989399793e+28       3.315639682335e+29       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -1.252565527206e-22       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       9.839356936522e-05       1.146854994262e-01 
       1.622304366962e+10       2.871912286279e-18       2.856982791855e-05       5.678383546245e+14       1.375807357603e+04       8.480574826381e-07       2.231978284475e+14       1.649479815919e-05       1.905936472650e+29       1.075748303981e+22       6.021294488912e+22       4.385649980698e+28       1.461883326899e+28       8.799017894024e+28       3.224403969826e+29       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -1.279053959235e-22       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       9.847228439321e-05       1.145938263724e-01 
       1.611027176719e+10       2.912259780509e-18       2.876981670852e-05       5.599713180121e+14       1.375807357583e+04       8.539938850065e-07       2.216463043134e+14       1.661026173872e-05       1.853491243933e+29       1.053470208141e+22       5.896597126889e+22       4.264971028588e+28       1.421657009529e+28       8.556897281635e+28       3.135678769962e+29       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -1.306102551198e-22       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       9.855099942272e-05       1.145022997771e-01 
       1.599828378068e+10       2.953174116654e-18       2.897120612033e-05       5.522132741549e+14       1.375807357563e+04       8.599718421912e-07       2.201055653521e+14       1.672653356320e-05       1.802489138875e+29       1.031653478172e+22       5.774482171709e+22       4.147612772279e+28       1.382537590760e+28       8.321439048121e+28       3.049395001529e+29       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -1.333723148990e-22       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       9.862971445377e-05       1.144109192895e-01 
       1.588707426080e+10       2.994663258276e-18       2.917400524893e-05       5.445627130280e+14       1.375807357543e+04       8.659916450762e-07       2.185755365921e+14       1.684361929034e-05       1.752890447363e+29       1.010288559468e+22       5.654896143290e+22       4.033483836928e+28       1.344494612309e+28       8.092459866289e+28       2.965485484204e+29       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -1.361927849013e-22       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       9.870842948636e-05       1.143196845605e-01 
       1.577663779618e+10       3.036735280815e-18       2.937822318927e-05       5.370181455268e+14       1.375807357522e+04       8.720535865811e-07       2.170561435832e+14       1.696152461747e-05       1.704656551981e+29       9.893660952896e+21       5.537786669092e+22       3.922495362029e+28       1.307498454010e+28       7.869781453519e+28       2.883884886251e+29       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -1.390729003477e-22       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       9.878714452051e-05       1.142285952416e-01 
       1.566696901304e+10       3.079398373166e-18       2.958387085528e-05       5.295781031778e+14       1.375807357502e+04       8.781579616765e-07       2.155473123926e+14       1.708025528177e-05       1.657749897937e+29       9.688769226729e+21       5.423102461175e+22       3.814560932233e+28       1.271520310744e+28       7.653230432955e+28       2.804529673653e+29       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -1.420139225808e-22       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       9.886585955624e-05       1.141376509857e-01 
       1.555806257496e+10       3.122660839268e-18       2.979095734190e-05       5.222411378516e+14       1.375807357481e+04       8.843050673974e-07       2.140489696016e+14       1.719981706061e-05       1.612133963827e+29       9.488120684116e+21       5.310793293745e+22       3.709596510062e+28       1.236532170021e+28       7.442638198512e+28       2.727358060645e+29       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -1.450171396172e-22       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       9.894457459354e-05       1.140468514466e-01 
       1.544991318263e+10       3.166531099720e-18       2.999949356308e-05       5.150058214822e+14       1.375807357460e+04       8.904952028581e-07       2.125610423016e+14       1.732021577179e-05       1.567773233200e+29       9.291627451296e+21       5.200809981151e+22       3.607520370479e+28       1.202506790160e+28       7.237840783602e+28       2.652309961605e+29       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -1.480838667117e-22       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       9.902328963244e-05       1.139561962795e-01 
       1.534251557357e+10       3.211017693427e-18       3.020949043275e-05       5.078707457883e+14       1.375807357439e+04       8.967286692670e-07       2.110834580911e+14       1.744145727383e-05       1.524633166901e+29       9.099203474319e+21       5.093104356349e+22       3.508253037255e+28       1.169417679085e+28       7.038678733469e+28       2.579326944276e+29       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -1.512154469331e-22       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       9.910200467294e-05       1.138656851403e-01 
       1.523586452186e+10       3.256129279252e-18       3.042095704586e-05       5.008345219996e+14       1.375807357418e+04       9.030057699405e-07       2.096161450718e+14       1.756354746627e-05       1.482680176181e+29       8.910764481362e+21       4.987629249803e+22       3.411717221095e+28       1.137239073698e+28       6.844996981037e+28       2.508352184265e+29       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -1.544132517528e-22       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       9.918071971507e-05       1.137753176864e-01 
       1.512995483795e+10       3.301874637709e-18       3.063390431635e-05       4.938957805861e+14       1.375807357397e+04       9.093268103186e-07       2.081590318450e+14       1.768649228993e-05       1.441881596548e+29       8.726227945819e+21       4.884338468832e+22       3.317837759450e+28       1.105945919817e+28       6.656644726177e+28       2.439330420807e+29       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -1.576786816450e-22       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       9.925943475883e-05       1.136850935760e-01 
       1.502478136832e+10       3.348262672670e-18       3.084834133915e-05       4.870531709919e+14       1.375807357375e+04       9.156920979792e-07       2.067120475086e+14       1.781029772724e-05       1.402205662329e+29       8.545513050162e+21       4.783186777376e+22       3.226541558008e+28       1.075513852669e+28       6.473475318294e+28       2.372207913733e+29       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -1.610131667000e-22       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       9.933814980423e-05       1.135950124684e-01 
       1.492033899530e+10       3.395302413095e-18       3.106427902821e-05       4.803053613723e+14       1.375807357354e+04       9.221019426533e-07       2.052751216532e+14       1.793496980249e-05       1.363621481940e+29       8.368540650541e+21       4.684129876186e+22       3.137757533773e+28       1.045919177924e+28       6.295346142144e+28       2.306932401630e+29       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -1.644181672512e-22       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       9.941686485129e-05       1.135050740243e-01 
       1.481662263679e+10       3.443003014794e-18       3.128173011646e-05       4.736510383343e+14       1.375807357332e+04       9.285566562399e-07       2.038481843589e+14       1.806051458214e-05       1.326099013835e+29       8.195233242132e+21       4.587124383425e+22       3.051416559726e+28       1.017138853242e+28       6.122118506793e+28       2.243453061151e+29       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -1.678951745138e-22       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       9.949557990002e-05       1.134152779049e-01 
       1.471362724602e+10       3.491373762206e-18       3.150070187985e-05       4.670889066811e+14       1.375807357310e+04       9.350565528214e-07       2.024311661917e+14       1.818693817512e-05       1.289609043113e+29       8.025514925185e+21       4.492127815667e+22       2.967451410999e+28       9.891504703329e+27       5.953657537639e+28       2.181720467445e+29       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -1.714457112383e-22       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       9.957429495044e-05       1.133256237731e-01 
       1.461134781129e+10       3.540424070207e-18       3.172120705131e-05       4.606176891600e+14       1.375807357288e+04       9.416019486788e-07       2.010239982004e+14       1.831424673313e-05       1.254123158776e+29       7.859311371791e+21       4.399098569292e+22       2.885796712537e+28       9.619322375124e+27       5.789832071389e+28       2.121686555671e+29       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -1.750713323773e-22       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       9.965301000255e-05       1.132361112924e-01 
       1.450977935575e+10       3.590163485944e-18       3.194325472577e-05       4.542361262141e+14       1.375807357266e+04       9.481931623071e-07       1.996266119132e+14       1.844244645091e-05       1.219613731601e+29       7.696549793325e+21       4.307995902265e+22       2.806388888197e+28       9.354629627322e+27       5.630514553946e+28       2.063304583580e+29       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -1.787736257668e-22       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       9.973172505638e-05       1.131467401276e-01 
